Timestamp,Channel_9,Channel_10
2026-06-17 15:07:15.793013,178192.94,164877.09
2026-06-17 15:07:15.796257,177815.47,164534.89
2026-06-17 15:07:15.803776,179141.11,164877.09
2026-06-17 15:07:15.818054,180095.75,165220.19
2026-06-17 15:07:15.819842,179331.5,164534.89
2026-06-17 15:07:15.833495,179713.11,164877.09
2026-06-17 15:07:15.848048,179904.3,165220.19
2026-06-17 15:07:15.849784,179141.11,165220.19
2026-06-17 15:07:15.862805,179522.19,164877.09
2026-06-17 15:07:15.878075,179713.11,165220.19
2026-06-17 15:07:15.879758,179331.5,165564.19
2026-06-17 15:07:15.927513,179331.5,164877.09
2026-06-17 15:07:15.928249,179713.11,165564.19
2026-06-17 15:07:15.928707,178192.94,165564.19
2026-06-17 15:07:15.930192,179331.5,165048.53
2026-06-17 15:07:15.930818,179331.5,164705.88
2026-06-17 15:07:15.953450,179522.19,165220.19
2026-06-17 15:07:15.969041,179331.5,165564.19
2026-06-17 15:07:15.971379,180095.75,165220.19
2026-06-17 15:07:15.971709,179141.11,165564.19
2026-06-17 15:07:15.988246,179713.11,164534.89
2026-06-17 15:07:15.998995,179331.5,164877.09
2026-06-17 15:07:16.002337,180095.75,165220.19
2026-06-17 15:07:16.031889,179331.5,165220.19
2026-06-17 15:07:16.031932,178950.95,165220.19
2026-06-17 15:07:16.033883,178004.08,165048.53
2026-06-17 15:07:16.044231,179522.19,164877.09
2026-06-17 15:07:16.057887,179904.3,165564.19
2026-06-17 15:07:16.060076,178950.95,165220.19
2026-06-17 15:07:16.073364,179141.11,164877.09
2026-06-17 15:07:16.097375,178950.95,165392.08
2026-06-17 15:07:16.097965,179713.11,165220.19
2026-06-17 15:07:16.103927,178192.94,165048.53
2026-06-17 15:07:16.120922,178192.94,164534.89
2026-06-17 15:07:16.121542,178192.94,165564.19
2026-06-17 15:07:16.133387,179331.5,165048.53
2026-06-17 15:07:16.148298,177627.12,164877.09
2026-06-17 15:07:16.149742,178004.08,165392.08
2026-06-17 15:07:16.164472,179522.19,165048.53
2026-06-17 15:07:16.178091,179713.11,165220.19
2026-06-17 15:07:16.179888,177815.47,165736.56
2026-06-17 15:07:16.193565,178192.94,165048.53
2026-06-17 15:07:16.208487,178382.06,165392.08
2026-06-17 15:07:16.210302,179331.5,165220.19
2026-06-17 15:07:16.238109,179331.5,164705.88
2026-06-17 15:07:16.239805,179331.5,165392.08
2026-06-17 15:07:16.241703,180287.52,165564.19
2026-06-17 15:07:16.297970,178192.94,165220.19
2026-06-17 15:07:16.299804,179331.5,165048.53
2026-06-17 15:07:16.301770,177627.12,165564.19
2026-06-17 15:07:16.303777,180095.75,165048.53
2026-06-17 15:07:16.305338,179331.5,165220.19
2026-06-17 15:07:16.307428,179141.11,164705.88
2026-06-17 15:07:16.312947,179331.5,165220.19
2026-06-17 15:07:16.345910,179713.11,165564.19
2026-06-17 15:07:16.346611,178950.95,165048.53
2026-06-17 15:07:16.348230,179904.3,165392.08
2026-06-17 15:07:16.359201,177627.12,165564.19
2026-06-17 15:07:16.360474,179713.11,165392.08
2026-06-17 15:07:16.376474,179141.11,165048.53
2026-06-17 15:07:16.388340,179522.19,165220.19
2026-06-17 15:07:16.390929,179522.19,164877.09
2026-06-17 15:07:16.407913,179331.5,165392.08
2026-06-17 15:07:16.418259,180479.44,165220.19
2026-06-17 15:07:16.421891,179331.5,165392.08
2026-06-17 15:07:16.448044,178004.08,164877.09
2026-06-17 15:07:16.450255,179331.5,165220.19
2026-06-17 15:07:16.451742,179904.3,165564.19
2026-06-17 15:07:16.486205,179331.5,165048.53
2026-06-17 15:07:16.486775,179713.11,165392.08
2026-06-17 15:07:16.489132,180095.75,163853.05
2026-06-17 15:07:16.494107,179331.5,164877.09
2026-06-17 15:07:16.513657,179713.11,165220.19
2026-06-17 15:07:16.514220,179331.5,164877.09
2026-06-17 15:07:16.524654,178950.95,164705.88
2026-06-17 15:07:16.538694,179713.11,165392.08
2026-06-17 15:07:16.544933,179522.19,164877.09
2026-06-17 15:07:16.555376,179331.5,165048.53
2026-06-17 15:07:16.568307,179141.11,165736.56
2026-06-17 15:07:16.570448,179522.19,165392.08
2026-06-17 15:07:16.583055,179713.11,165220.19
2026-06-17 15:07:16.598012,179522.19,165048.53
2026-06-17 15:07:16.600005,179522.19,164877.09
2026-06-17 15:07:16.613352,178192.94,164877.09
2026-06-17 15:07:16.657983,178192.94,165392.08
2026-06-17 15:07:16.659817,179331.5,165564.19
2026-06-17 15:07:16.661803,179522.19,165220.19
2026-06-17 15:07:16.664037,179331.5,165220.19
2026-06-17 15:07:16.673468,179331.5,165048.53
2026-06-17 15:07:16.675164,180095.75,165220.19
2026-06-17 15:07:16.713354,179904.3,165392.08
2026-06-17 15:07:16.713988,179713.11,165392.08
2026-06-17 15:07:16.716046,178004.08,164877.09
2026-06-17 15:07:16.718643,179904.3,165220.19
2026-06-17 15:07:16.722674,177815.47,165220.19
2026-06-17 15:07:16.738201,179904.3,165220.19
2026-06-17 15:07:16.765422,179331.5,164705.88
2026-06-17 15:07:16.765466,180095.75,165564.19
2026-06-17 15:07:16.766754,180095.75,165909.08
2026-06-17 15:07:16.793459,179331.5,164877.09
2026-06-17 15:07:16.794770,179713.11,166081.86
2026-06-17 15:07:16.796909,179713.11,165048.53
2026-06-17 15:07:16.808126,180671.67,165392.08
2026-06-17 15:07:16.810305,180095.75,165392.08
2026-06-17 15:07:16.839262,179331.5,164877.09
2026-06-17 15:07:16.841802,180479.44,165220.19
2026-06-17 15:07:16.842312,180864.17,165564.19
2026-06-17 15:07:16.870177,180287.52,165048.53
2026-06-17 15:07:16.870224,179904.3,165392.08
2026-06-17 15:07:16.872858,180095.75,165048.53
2026-06-17 15:07:16.884586,179904.3,164877.09
2026-06-17 15:07:16.901490,180095.75,165220.19
2026-06-17 15:07:16.902677,179713.11,165220.19
2026-06-17 15:07:16.913369,180479.44,165392.08
2026-06-17 15:07:16.981515,179713.11,165392.08
2026-06-17 15:07:16.983054,180287.52,165564.19
2026-06-17 15:07:16.984553,179904.3,165392.08
2026-06-17 15:07:16.986265,180479.44,165564.19
2026-06-17 15:07:16.988046,179713.11,165392.08
2026-06-17 15:07:16.990543,179331.5,165392.08
2026-06-17 15:07:17.042574,180095.75,164705.88
2026-06-17 15:07:17.044592,180095.75,163174.81
2026-06-17 15:07:17.102059,179713.11,165220.19
2026-06-17 15:07:17.107454,180095.75,165392.08
2026-06-17 15:07:17.111477,180479.44,164877.09
2026-06-17 15:07:17.113128,179522.19,165220.19
2026-06-17 15:07:17.113566,179904.3,165220.19
2026-06-17 15:07:17.115831,179713.11,165564.19
2026-06-17 15:07:17.116113,180479.44,165220.19
2026-06-17 15:07:17.118204,178192.94,165220.19
2026-06-17 15:07:17.118473,179713.11,165392.08
2026-06-17 15:07:17.120469,179904.3,165564.19
2026-06-17 15:07:17.120772,179713.11,165220.19
2026-06-17 15:07:17.121584,179331.5,164705.88
2026-06-17 15:07:17.186867,179713.11,165220.19
2026-06-17 15:07:17.186912,179331.5,171371.77
2026-06-17 15:07:17.188052,179522.19,165220.19
2026-06-17 15:07:17.189419,179713.11,165392.08
2026-06-17 15:07:17.189461,180095.75,165392.08
2026-06-17 15:07:17.189481,178192.94,165392.08
2026-06-17 15:07:17.223154,177815.47,165048.53
2026-06-17 15:07:17.225817,176315.75,165392.08
2026-06-17 15:07:17.280681,175943.42,164534.89
2026-06-17 15:07:17.282292,174832.25,165392.08
2026-06-17 15:07:17.284630,174647.91,165392.08
2026-06-17 15:07:17.340493,173364.47,164877.09
2026-06-17 15:07:17.342271,173729.98,164705.88
2026-06-17 15:07:17.344314,171912.34,164193.55
2026-06-17 15:07:17.346021,172455.08,164705.88
2026-06-17 15:07:17.348043,171912.34,164877.09
2026-06-17 15:07:17.349791,171551.72,165048.53
2026-06-17 15:07:17.351881,171012.56,164705.88
2026-06-17 15:07:17.353619,170118.73,164534.89
2026-06-17 15:07:17.355415,168700.8,164705.88
2026-06-17 15:07:17.357425,169230.78,163683.19
2026-06-17 15:07:17.359758,168877.17,164023.2
2026-06-17 15:07:17.361289,169053.84,163853.05
2026-06-17 15:07:17.407438,168348.64,164534.89
2026-06-17 15:07:17.408722,168348.64,164705.88
2026-06-17 15:07:17.409157,165564.19,164534.89
2026-06-17 15:07:17.409560,166254.86,164877.09
2026-06-17 15:07:17.409599,166081.86,164534.89
2026-06-17 15:07:17.412669,165736.56,163853.05
2026-06-17 15:07:17.412720,165220.19,164534.89
2026-06-17 15:07:17.463153,165048.53,163853.05
2026-06-17 15:07:17.463194,164877.09,164534.89
2026-06-17 15:07:17.533256,164705.88,164534.89
2026-06-17 15:07:17.539639,163853.05,164364.11
2026-06-17 15:07:17.539681,163683.19,164364.11
2026-06-17 15:07:17.540295,163174.81,164023.2
2026-06-17 15:07:17.542159,162668.39,163853.05
2026-06-17 15:07:17.542799,162500.02,163174.81
2026-06-17 15:07:17.542838,162836.98,164705.88
2026-06-17 15:07:17.546422,162500.02,164534.89
2026-06-17 15:07:17.548665,162163.86,163513.52
2026-06-17 15:07:17.549909,162500.02,163683.19
2026-06-17 15:07:17.581783,162163.86,163853.05
2026-06-17 15:07:17.582522,162163.86,164534.89
2026-06-17 15:07:17.585458,161160.69,164023.2
2026-06-17 15:07:17.587823,161494.27,164534.89
2026-06-17 15:07:17.588462,160496.17,163853.05
2026-06-17 15:07:17.597689,161160.69,163853.05
2026-06-17 15:07:17.640593,160828.05,163853.05
2026-06-17 15:07:17.642263,160165.17,163513.52
2026-06-17 15:07:17.644271,160165.17,163344.05
2026-06-17 15:07:17.646464,160165.17,163853.05
2026-06-17 15:07:17.700729,160165.17,163853.05
2026-06-17 15:07:17.760928,159835.05,163853.05
2026-06-17 15:07:17.763144,159505.69,164534.89
2026-06-17 15:07:17.765744,160330.55,164023.2
2026-06-17 15:07:17.769047,159835.05,163853.05
2026-06-17 15:07:17.769122,159177.2,163174.81
2026-06-17 15:07:17.779888,159835.05,163853.05
2026-06-17 15:07:17.779945,159177.2,163174.81
2026-06-17 15:07:17.780606,159505.69,163683.19
2026-06-17 15:07:17.781406,159013.31,163005.73
2026-06-17 15:07:17.781853,158034.03,163853.05
2026-06-17 15:07:17.782427,158196.72,162836.98
2026-06-17 15:07:17.782474,159177.2,163513.52
2026-06-17 15:07:17.821966,158522.72,163513.52
2026-06-17 15:07:17.822401,158522.72,163513.52
2026-06-17 15:07:17.825269,163344.05,163853.05
2026-06-17 15:07:17.827999,159177.2,163853.05
2026-06-17 15:07:17.828039,158359.62,163853.05
2026-06-17 15:07:17.831741,158196.72,163174.81
2026-06-17 15:07:17.832530,158196.72,163344.05
2026-06-17 15:07:17.898608,158196.72,163174.81
2026-06-17 15:07:17.899395,157871.53,163344.05
2026-06-17 15:07:17.901380,157547.17,163174.81
2026-06-17 15:07:17.901834,158196.72,163344.05
2026-06-17 15:07:17.902347,158196.72,163513.52
2026-06-17 15:07:17.902773,157547.17,163174.81
2026-06-17 15:07:17.941138,157871.53,163513.52
2026-06-17 15:07:17.943558,157547.17,162836.98
2026-06-17 15:07:18.000736,159013.31,163683.19
2026-06-17 15:07:18.060566,157223.58,163683.19
2026-06-17 15:07:18.062483,159013.31,164364.11
2026-06-17 15:07:18.064808,158359.62,163513.52
2026-06-17 15:07:18.066192,158359.62,163853.05
2026-06-17 15:07:18.067915,157871.53,163513.52
2026-06-17 15:07:18.070097,158196.72,163344.05
2026-06-17 15:07:18.120945,157871.53,164023.2
2026-06-17 15:07:18.123507,158034.03,163513.52
2026-06-17 15:07:18.180833,157871.53,163344.05
2026-06-17 15:07:18.182410,158196.72,163344.05
2026-06-17 15:07:18.204115,157547.17,163683.19
2026-06-17 15:07:18.204159,157871.53,163853.05
2026-06-17 15:07:18.204969,157385.3,163344.05
2026-06-17 15:07:18.207226,158034.03,163853.05
2026-06-17 15:07:18.244368,157547.17,163344.05
2026-06-17 15:07:18.244408,158196.72,163853.05
2026-06-17 15:07:18.300511,157709.25,163513.52
2026-06-17 15:07:18.302556,157547.17,163513.52
2026-06-17 15:07:18.304239,157547.17,163853.05
2026-06-17 15:07:18.306250,155617.94,163683.19
2026-06-17 15:07:18.307946,157871.53,163683.19
2026-06-17 15:07:18.310644,158196.72,163513.52
2026-06-17 15:07:18.312256,156900.88,162836.98
2026-06-17 15:07:18.314505,158034.03,163513.52
2026-06-17 15:07:18.315453,157385.3,162668.39
2026-06-17 15:07:18.317295,157547.17,163513.52
2026-06-17 15:07:18.319512,157871.53,163513.52
2026-06-17 15:07:18.321224,156097.58,163853.05
2026-06-17 15:07:18.370744,157871.53,163344.05
2026-06-17 15:07:18.371657,158359.62,163853.05
2026-06-17 15:07:18.427622,157385.3,163513.52
2026-06-17 15:07:18.503512,157385.3,163344.05
2026-06-17 15:07:18.507753,157871.53,163683.19
2026-06-17 15:07:18.509657,157385.3,163513.52
2026-06-17 15:07:18.510184,157547.17,163174.81
2026-06-17 15:07:18.512811,161828.66,163513.52
2026-06-17 15:07:18.512851,158196.72,163853.05
2026-06-17 15:07:18.514733,157871.53,163513.52
2026-06-17 15:07:18.515226,158034.03,163344.05
2026-06-17 15:07:18.515713,157547.17,163853.05
2026-06-17 15:07:18.545248,158034.03,163853.05
2026-06-17 15:07:18.546234,157871.53,163513.52
2026-06-17 15:07:18.600871,158196.72,163174.81
2026-06-17 15:07:18.602330,157871.53,164364.11
2026-06-17 15:07:18.604284,157871.53,163853.05
2026-06-17 15:07:18.606762,157871.53,163174.81
2026-06-17 15:07:18.608120,157547.17,163513.52
2026-06-17 15:07:18.610130,157709.25,163853.05
2026-06-17 15:07:18.669233,157385.3,163513.52
2026-06-17 15:07:18.672335,157547.17,163344.05
2026-06-17 15:07:18.721297,158359.62,163513.52
2026-06-17 15:07:18.724701,158034.03,164534.89
2026-06-17 15:07:18.727309,157871.53,163683.19
2026-06-17 15:07:18.728320,158034.03,163513.52
2026-06-17 15:07:18.728369,157547.17,163513.52
2026-06-17 15:07:18.733272,158034.03,163853.05
2026-06-17 15:07:18.733928,157547.17,163853.05
2026-06-17 15:07:18.734388,158359.62,162836.98
2026-06-17 15:07:18.737520,158359.62,163853.05
2026-06-17 15:07:18.739027,157385.3,163853.05
2026-06-17 15:07:18.741273,157871.53,163683.19
2026-06-17 15:07:18.782333,155937.52,162836.98
2026-06-17 15:07:18.788502,158196.72,163513.52
2026-06-17 15:07:18.791074,158034.03,163174.81
2026-06-17 15:07:18.793642,157385.3,163513.52
2026-06-17 15:07:18.793682,157223.58,163513.52
2026-06-17 15:07:18.794218,157223.58,164534.89
2026-06-17 15:07:18.794534,157547.17,163513.52
2026-06-17 15:07:18.794812,157871.53,163683.19
2026-06-17 15:07:18.797367,157223.58,163513.52
2026-06-17 15:07:18.797408,158196.72,163853.05
2026-06-17 15:07:18.841634,157547.17,163513.52
2026-06-17 15:07:18.843280,159505.69,163853.05
2026-06-17 15:07:18.846130,159177.2,163513.52
2026-06-17 15:07:18.846387,159177.2,163683.19
2026-06-17 15:07:18.850796,159835.05,163853.05
2026-06-17 15:07:18.850944,159670.23,162836.98
2026-06-17 15:07:18.900789,159835.05,163853.05
2026-06-17 15:07:18.971647,159341.34,163513.52
2026-06-17 15:07:18.971689,159505.69,163853.05
2026-06-17 15:07:18.972058,160000.03,164534.89
2026-06-17 15:07:18.978363,160165.17,163853.05
2026-06-17 15:07:18.979478,161160.69,163853.05
2026-06-17 15:07:18.979781,162163.86,164534.89
2026-06-17 15:07:18.982523,161996.12,164534.89
2026-06-17 15:07:18.983067,161828.66,163174.81
2026-06-17 15:07:18.985669,161996.12,163683.19
2026-06-17 15:07:18.987758,162836.98,163853.05
2026-06-17 15:07:18.987988,163513.52,164705.88
2026-06-17 15:07:18.988599,163683.19,163513.52
2026-06-17 15:07:19.200718,164705.88,163513.52
2026-06-17 15:07:19.202698,164877.09,163683.19
2026-06-17 15:07:19.205281,165392.08,163853.05
2026-06-17 15:07:19.206094,167647.09,170475.56
2026-06-17 15:07:19.207817,167822.08,163853.05
2026-06-17 15:07:19.209877,169053.84,163853.05
2026-06-17 15:07:19.211558,170475.56,164705.88
2026-06-17 15:07:19.213938,171192.05,164877.09
2026-06-17 15:07:19.323036,171912.34,164534.89
2026-06-17 15:07:19.323724,172999.98,164534.89
2026-06-17 15:07:19.381582,173182.11,164877.09
2026-06-17 15:07:19.384413,174096.36,164705.88
2026-06-17 15:07:19.385208,174096.36,165048.53
2026-06-17 15:07:19.387393,175016.77,165220.19
2026-06-17 15:07:19.390114,175201.58,165392.08
2026-06-17 15:07:19.392563,175943.42,165048.53
2026-06-17 15:07:19.392614,174832.25,164877.09
2026-06-17 15:07:19.395416,177627.12,164877.09
2026-06-17 15:07:19.441587,178950.95,164877.09
2026-06-17 15:07:19.442359,178004.08,165392.08
2026-06-17 15:07:19.444850,179331.5,165220.19
2026-06-17 15:07:19.447181,179331.5,163344.05
2026-06-17 15:07:19.500886,179904.3,164877.09
2026-06-17 15:07:19.585473,178192.94,165220.19
2026-06-17 15:07:19.585530,179141.11,165220.19
2026-06-17 15:07:19.585904,179141.11,164534.89
2026-06-17 15:07:19.586538,178004.08,164877.09
2026-06-17 15:07:19.586906,177815.47,164705.88
2026-06-17 15:07:19.587525,179522.19,164705.88
2026-06-17 15:07:19.590338,179904.3,165392.08
2026-06-17 15:07:19.593188,177627.12,164534.89
2026-06-17 15:07:19.595378,178192.94,164705.88
2026-06-17 15:07:19.596236,178004.08,164023.2
2026-06-17 15:07:19.598751,177439.03,164877.09
2026-06-17 15:07:19.598801,179713.11,164877.09
2026-06-17 15:07:19.621166,179331.5,163853.05
2026-06-17 15:07:19.624178,179331.5,165392.08
2026-06-17 15:07:19.624785,179331.5,165220.19
2026-06-17 15:07:19.627834,177815.47,164534.89
2026-06-17 15:07:19.627877,177627.12,164705.88
2026-06-17 15:07:19.630638,179522.19,165220.19
2026-06-17 15:07:19.633882,179904.3,163005.73
2026-06-17 15:07:19.634568,178192.94,165564.19
2026-06-17 15:07:19.680614,179331.5,164877.09
2026-06-17 15:07:19.682253,178192.94,164705.88
2026-06-17 15:07:19.684493,180095.75,164877.09
2026-06-17 15:07:19.686073,179331.5,164877.09
2026-06-17 15:07:19.688044,180095.75,164877.09
2026-06-17 15:07:19.690129,180287.52,165392.08
2026-06-17 15:07:19.743925,179522.19,164877.09
2026-06-17 15:07:19.800492,179141.11,165220.19
2026-06-17 15:07:19.802328,178004.08,164877.09
2026-06-17 15:07:19.804306,179141.11,164705.88
2026-06-17 15:07:19.806653,178192.94,164877.09
2026-06-17 15:07:19.807853,179331.5,165392.08
2026-06-17 15:07:19.809784,179522.19,165220.19
2026-06-17 15:07:19.811786,177627.12,164705.88
2026-06-17 15:07:19.813765,179331.5,164877.09
2026-06-17 15:07:19.815750,177815.47,164534.89
2026-06-17 15:07:19.817361,179713.11,165392.08
2026-06-17 15:07:19.819372,178192.94,163344.05
2026-06-17 15:07:19.821480,178192.94,164705.88
2026-06-17 15:07:19.861106,177251.12,163513.52
2026-06-17 15:07:19.924936,177251.12,164023.2
2026-06-17 15:07:19.981281,178192.94,164534.89
2026-06-17 15:07:19.984420,177815.47,164705.88
2026-06-17 15:07:19.985603,180095.75,165220.19
2026-06-17 15:07:19.985952,178192.94,165392.08
2026-06-17 15:07:19.987841,179141.11,165392.08
2026-06-17 15:07:19.991636,178950.95,165392.08
2026-06-17 15:07:19.992366,177439.03,165220.19
2026-06-17 15:07:19.994887,177815.47,164023.2
2026-06-17 15:07:19.997660,179331.5,165220.19
2026-06-17 15:07:19.998293,179713.11,166254.86
2026-06-17 15:07:19.999212,177815.47,164877.09
2026-06-17 15:07:20.050871,177815.47,164023.2
2026-06-17 15:07:20.051447,177627.12,165048.53
2026-06-17 15:07:20.051825,177063.61,165220.19
2026-06-17 15:07:20.054025,177815.47,164877.09
2026-06-17 15:07:20.054602,176129.44,165220.19
2026-06-17 15:07:20.100599,178192.94,164534.89
2026-06-17 15:07:20.103082,178004.08,164705.88
2026-06-17 15:07:20.105515,177815.47,165048.53
2026-06-17 15:07:20.109477,177439.03,165220.19
2026-06-17 15:07:20.109530,178382.06,164534.89
2026-06-17 15:07:20.112345,176689.2,164877.09
2026-06-17 15:07:20.112395,177063.61,165220.19
2026-06-17 15:07:20.114900,176876.28,164877.09
2026-06-17 15:07:20.115304,177815.47,164877.09
2026-06-17 15:07:20.119371,177439.03,165048.53
2026-06-17 15:07:20.119680,176689.2,163853.05
2026-06-17 15:07:20.122015,178192.94,164877.09
2026-06-17 15:07:20.123579,177627.12,165392.08
2026-06-17 15:07:20.125229,177627.12,165048.53
2026-06-17 15:07:20.127801,177627.12,165048.53
2026-06-17 15:07:20.129597,177627.12,164534.89
2026-06-17 15:07:20.133322,185365.86,165909.08
2026-06-17 15:07:20.160632,177063.61,164877.09
2026-06-17 15:07:20.162309,174096.36,164877.09
2026-06-17 15:07:20.164468,178004.08,165220.19
2026-06-17 15:07:20.220683,178004.08,164705.88
2026-06-17 15:07:20.222721,177815.47,165564.19
2026-06-17 15:07:20.224303,177439.03,164534.89
2026-06-17 15:07:20.226154,177815.47,165048.53
2026-06-17 15:07:20.228327,177627.12,164877.09
2026-06-17 15:07:20.230437,177063.61,165220.19
2026-06-17 15:07:20.231966,177815.47,164877.09
2026-06-17 15:07:20.296859,177063.61,164705.88
2026-06-17 15:07:20.298162,178192.94,165048.53
2026-06-17 15:07:20.299532,177439.03,163853.05
2026-06-17 15:07:20.299827,177251.12,165220.19
2026-06-17 15:07:20.300345,177815.47,164364.11
2026-06-17 15:07:20.301417,177815.47,164877.09
2026-06-17 15:07:20.340722,176876.28,164534.89
2026-06-17 15:07:20.342483,177439.03,164877.09
2026-06-17 15:07:20.417349,177063.61,165392.08
2026-06-17 15:07:20.417729,177439.03,164705.88
2026-06-17 15:07:20.417976,176876.28,163853.05
2026-06-17 15:07:20.423069,177627.12,164877.09
2026-06-17 15:07:20.426699,179141.11,164534.89
2026-06-17 15:07:20.427085,179331.5,165220.19
2026-06-17 15:07:20.438565,178192.94,164877.09
2026-06-17 15:07:20.466570,177627.12,164705.88
2026-06-17 15:07:20.467588,177063.61,165048.53
2026-06-17 15:07:20.467874,177815.47,164877.09
2026-06-17 15:07:20.468394,177439.03,164877.09
2026-06-17 15:07:20.468939,177627.12,165220.19
2026-06-17 15:07:20.469863,177815.47,165220.19
2026-06-17 15:07:20.471774,177627.12,164705.88
2026-06-17 15:07:20.474164,177439.03,165220.19
2026-06-17 15:07:20.477642,177627.12,164534.89
2026-06-17 15:07:20.520624,177815.47,164705.88
2026-06-17 15:07:20.522496,178004.08,164877.09
2026-06-17 15:07:20.524613,172273.94,165048.53
2026-06-17 15:07:20.526301,177063.61,165048.53
2026-06-17 15:07:20.528462,177439.03,164705.88
2026-06-17 15:07:20.529912,179331.5,164023.2
2026-06-17 15:07:20.580636,177063.61,164877.09
2026-06-17 15:07:20.582505,177063.61,165220.19
2026-06-17 15:07:20.584315,177439.03,164534.89
2026-06-17 15:07:20.586214,177063.61,165220.19
2026-06-17 15:07:20.587971,177815.47,164023.2
2026-06-17 15:07:20.589837,177627.12,164877.09
2026-06-17 15:07:20.641384,177439.03,169053.84
2026-06-17 15:07:20.644714,177627.12,164877.09
2026-06-17 15:07:20.644764,176876.28,164877.09
2026-06-17 15:07:20.647466,177439.03,164705.88
2026-06-17 15:07:20.648358,176315.75,165220.19
2026-06-17 15:07:20.651333,176315.75,164534.89
2026-06-17 15:07:20.700909,177627.12,163853.05
2026-06-17 15:07:20.702527,177815.47,164877.09
2026-06-17 15:07:20.704310,177815.47,165048.53
2026-06-17 15:07:20.706227,178192.94,165220.19
2026-06-17 15:07:20.707976,177439.03,164877.09
2026-06-17 15:07:20.709956,177815.47,164534.89
2026-06-17 15:07:20.763744,177439.03,164705.88
2026-06-17 15:07:20.764405,179141.11,165220.19
2026-06-17 15:07:20.764447,179331.5,165392.08
2026-06-17 15:07:20.771799,176502.38,165392.08
2026-06-17 15:07:20.887781,177439.03,164534.89
2026-06-17 15:07:20.890087,176876.28,164877.09
2026-06-17 15:07:20.890140,177815.47,165220.19
2026-06-17 15:07:20.895738,175943.42,165220.19
2026-06-17 15:07:20.898466,175943.42,165220.19
2026-06-17 15:07:20.898519,175386.66,164705.88
2026-06-17 15:07:20.908491,174096.36,163853.05
2026-06-17 15:07:20.909430,174832.25,165048.53
2026-06-17 15:07:20.909466,174463.78,165220.19
2026-06-17 15:07:20.910033,173364.47,165220.19
2026-06-17 15:07:20.915749,173547.08,165048.53
2026-06-17 15:07:20.915855,176129.44,165048.53
2026-06-17 15:07:20.916319,172999.98,163344.05
